tanggal,produk,qty,Harga_Jual,Modal,Profit,is_event,event_type,bulan
2026-01-08,-,0,0,0,0,False,-,1
2026-01-09,-,0,0,0,0,False,-,1
2026-01-10,-,0,0,0,0,False,-,1
2026-01-11,-,0,0,0,0,False,-,1
2026-01-12,-,0,0,0,0,False,-,1
2026-01-13,bucket red costum,1,79000,45000,34000,False,-,1
2026-01-14,-,0,0,0,0,False,-,1
2026-01-15,-,0,0,0,0,False,-,1
2026-01-16,boquet costum rokok,2,256000,148000,108000,False,-,1
2026-01-16,frame birthday,1,55000,25000,30000,False,-,1
2026-01-17,-,0,0,0,0,False,-,1
2026-01-18,bouquet koran costum isi 3bunga,1,38000,15000,23000,False,-,1
2026-01-18,bucket tumbelina koran,1,88000,53000,35000,False,-,1
2026-01-19,-,0,0,0,0,False,-,1
2026-01-20,-,0,0,0,0,False,-,1
2026-01-21,-,0,0,0,0,False,-,1
2026-01-22,bouquet bunga mix snack top,1,75000,48000,27000,False,-,1
2026-01-23,-,0,0,0,0,False,-,1
2026-01-24,-,0,0,0,0,False,-,1
2026-01-25,-,0,0,0,0,False,-,1
2026-01-26,-,0,0,0,0,False,-,1
2026-01-27,-,0,0,0,0,False,-,1
2026-01-28,-,0,0,0,0,False,-,1
2026-01-29,-,0,0,0,0,False,-,1
2026-01-30,-,0,0,0,0,False,-,1
2026-01-31,-,0,0,0,0,False,-,1
2026-02-01,-,0,0,0,0,False,-,2
2026-02-02,-,0,0,0,0,False,-,2
2026-02-03,-,0,0,0,0,False,-,2
2026-02-04,-,0,0,0,0,False,-,2
2026-02-05,-,0,0,0,0,False,-,2
2026-02-06,-,0,0,0,0,False,-,2
2026-02-07,bouquet snack sip,1,45000,25000,20000,False,-,2
2026-02-07,bouquet flower costum,1,82000,49000,33000,False,-,2
2026-02-08,-,0,0,0,0,False,-,2
2026-02-09,-,0,0,0,0,False,-,2
2026-02-10,-,0,0,0,0,False,-,2
2026-02-11,-,0,0,0,0,False,-,2
2026-02-12,-,0,0,0,0,False,-,2
2026-02-13,-,0,0,0,0,False,-,2
2026-02-14,bouquet flower medium unggu,1,65000,35000,30000,True,Valentine,2
2026-02-14,bouquet motif koran,1,88000,53000,35000,True,Valentine,2
2026-02-14,bucket tumbelina koran,1,88000,53000,35000,True,Valentine,2
2026-02-14,bouquet merah medium,1,65000,35000,30000,True,Valentine,2
2026-02-14,bouquet kopi,1,48000,28000,20000,True,Valentine,2
2026-02-14,bucket sip,1,45000,25000,20000,True,Valentine,2
2026-02-14,frame birthday,1,78000,35000,43000,True,Valentine,2
2026-02-14,frame birthjday,1,78000,35000,43000,True,Valentine,2
2026-02-14,bouquet bunga mix snack top,1,75000,48000,27000,True,Valentine,2
2026-02-14,bouquet warna ungu medium,1,65000,35000,30000,True,Valentine,2
2026-02-15,bucket isi 9 bunga,1,135000,67000,68000,False,-,2
2026-02-16,bouquet costum merah,2,270000,138000,132000,False,-,2
2026-02-17,bouquet flower medium red,1,65000,35000,30000,True,Tahun Baru Imlek,2
2026-02-17,bouquet flower costum,1,82000,49000,33000,True,Tahun Baru Imlek,2
2026-02-17,bouquet model koran tumbelina mini,1,88000,53000,35000,True,Tahun Baru Imlek,2
2026-02-18,-,0,0,0,0,False,-,2
2026-02-19,-,0,0,0,0,False,-,2
2026-02-20,-,0,0,0,0,False,-,2
2026-02-21,-,0,0,0,0,False,-,2
2026-02-22,bucket red costum,1,79000,45000,34000,False,-,2
2026-02-23,-,0,0,0,0,False,-,2
2026-02-24,-,0,0,0,0,False,-,2
2026-02-25,-,0,0,0,0,False,-,2
2026-02-26,-,0,0,0,0,False,-,2
2026-02-27,-,0,0,0,0,False,-,2
2026-02-28,-,0,0,0,0,False,-,2
2026-03-01,-,0,0,0,0,False,-,3
2026-03-02,-,0,0,0,0,False,-,3
2026-03-03,frame besar,1,78000,35000,43000,False,-,3
2026-03-04,bouquet costum snack jumbo,3,555000,366000,189000,False,-,3
2026-03-05,-,0,0,0,0,False,-,3
2026-03-06,-,0,0,0,0,False,-,3
2026-03-07,-,0,0,0,0,False,-,3
2026-03-08,-,0,0,0,0,False,-,3
2026-03-09,-,0,0,0,0,False,-,3
2026-03-10,-,0,0,0,0,False,-,3
2026-03-11,-,0,0,0,0,False,-,3
2026-03-12,-,0,0,0,0,False,-,3
2026-03-13,-,0,0,0,0,False,-,3
2026-03-14,-,0,0,0,0,False,-,3
2026-03-15,-,0,0,0,0,False,-,3
2026-03-16,-,0,0,0,0,False,-,3
2026-03-17,-,0,0,0,0,False,-,3
2026-03-18,-,0,0,0,0,False,-,3
2026-03-19,-,0,0,0,0,False,-,3
2026-03-20,bouquet costum snack jumbo,1,185000,122000,63000,True,Idul Fitri,3
2026-03-20,frame mini,2,110000,50000,60000,True,Idul Fitri,3
2026-03-20,frame mini,1,55000,25000,30000,True,Idul Fitri,3
2026-03-20,frame valentine,1,385000,175000,210000,True,Idul Fitri,3
2026-03-20,bouquet koran medium,1,65000,38000,27000,True,Idul Fitri,3
2026-03-20,boquet costum rokok,2,256000,148000,108000,True,Idul Fitri,3
2026-03-20,bouquet rose isi 9,1,135000,67000,68000,True,Idul Fitri,3
2026-03-20,bouquet costum foto,1,60000,30000,30000,True,Idul Fitri,3
2026-03-20,bouquet red flower,1,74000,42000,32000,True,Idul Fitri,3
2026-03-20,bucket kopi,1,50000,25000,25000,True,Idul Fitri,3
2026-03-21,frame birthday,2,156000,70000,86000,True,Idul Fitri,3
2026-03-21,bouquet costum foto,1,60000,30000,30000,True,Idul Fitri,3
2026-03-21,bouquet tumbelina koran,1,88000,53000,35000,True,Idul Fitri,3
2026-03-21,frame birthjday,1,78000,35000,43000,True,Idul Fitri,3
2026-03-21,bouquet flower costum,1,82000,49000,33000,True,Idul Fitri,3
2026-03-21,bucket kopi,1,50000,25000,25000,True,Idul Fitri,3
2026-03-21,frame besar,1,78000,35000,43000,True,Idul Fitri,3
2026-03-21,bouquet costum merah,2,270000,138000,132000,True,Idul Fitri,3
2026-03-21,bouquet flower medium red,1,65000,35000,30000,True,Idul Fitri,3
2026-03-21,bouquet flower costum,1,82000,49000,33000,True,Idul Fitri,3
2026-03-22,bouquet snack,1,45000,25000,20000,False,-,3
2026-03-23,-,0,0,0,0,False,-,3
2026-03-24,-,0,0,0,0,False,-,3
2026-03-25,-,0,0,0,0,False,-,3
2026-03-26,bouquet blue 9 bunga,2,270000,134000,136000,False,-,3
2026-03-27,-,0,0,0,0,False,-,3
2026-03-28,-,0,0,0,0,False,-,3
2026-03-29,-,0,0,0,0,False,-,3
2026-03-30,-,0,0,0,0,False,-,3
2026-03-31,-,0,0,0,0,False,-,3
2026-04-01,bouquet merah medium,1,65000,35000,30000,False,-,4
2026-04-02,-,0,0,0,0,False,-,4
2026-04-03,frame birthday besar,1,78000,35000,43000,True,Jumat Agung,4
2026-04-03,boquet costum rokok,1,128000,74000,54000,True,Jumat Agung,4
2026-04-03,money bouquet,1,75000,35000,40000,True,Jumat Agung,4
2026-04-03,bouquet snack bangbang,1,64000,37000,27000,True,Jumat Agung,4
2026-04-03,bouquet costum merah,1,135000,69000,66000,True,Jumat Agung,4
2026-04-03,bouquet motif koran,1,88000,53000,35000,True,Jumat Agung,4
2026-04-04,-,0,0,0,0,False,-,4
2026-04-05,bouquet pocky,3,252000,186000,66000,True,Paskah,4
2026-04-05,frame besar,1,78000,35000,43000,True,Paskah,4
2026-04-05,costum snack bouquet + flwr,1,265000,197000,68000,True,Paskah,4
2026-04-05,bouquet merah medium,1,65000,35000,30000,True,Paskah,4
2026-04-05,frame birthday,1,55000,25000,30000,True,Paskah,4
2026-04-05,bouquet kopi inc bunga mini,1,55000,30000,25000,True,Paskah,4
2026-04-06,-,0,0,0,0,False,-,4
2026-04-07,-,0,0,0,0,False,-,4
2026-04-08,-,0,0,0,0,False,-,4
2026-04-09,costum snack bouquet + flwr,1,265000,197000,68000,False,-,4
2026-04-09,frame birthday besar,1,78000,35000,43000,False,-,4
2026-04-10,-,0,0,0,0,False,-,4
2026-04-11,-,0,0,0,0,False,-,4
2026-04-12,frame valentine besar,1,468000,210000,258000,False,-,4
2026-04-13,-,0,0,0,0,False,-,4
2026-04-14,-,0,0,0,0,False,-,4
